"Tenure","Gender","EducationLevel","LoanStatus","NetPromoterScore","TransactionFrequency","Surname","Age","Geography","ComplaintsCount","HasCrCard","EstimatedSalary","IsActiveMember","AvgTransactionAmount","CustomerSegment","MaritalStatus","DigitalEngagementScore","ID","CreditScore","SavingsAccountFlag","Balance","NumOfProducts","Exited"
10,"Male","University","No loan",9,27,NA,56,"Germany","0","1",13107.24,"1",58.2453816721502,"Mass Market","Married",61,2870,762,"1",0,"3","1"
7,"Female","High School","Active loan",4,35,"Chou",30,"Spain","0","1",96555.42,"0",149.218338603836,"Affluent","Single",72,2315,674,"0",103138.17,"1","0"
4,"Female","University","No loan",8,36,"Smith",20,"Spain","0","1",140385.33,"1",188.9066779283,"Mass Market","Married",78,740,723,"1",0,"2","0"
2,"Male","Postgraduate","Default risk",0,31,"Welch",34,"Germany","2","0",194584.48,"0",125.052030640498,"High Net Worth","Divorced",66,NA,660,"0",115265.14,"1","0"
5,"Male","High School","Active loan",7,38,NA,45,"France","0","1",121428.2,"1",81.9953620020039,"Affluent","Single",69,NA,523,"0",0,"2","0"
10,"Female","High School","Active loan",6,30,"George",35,"Spain","0","1",49405.93,"0",110.352164867074,"Affluent","Single",32,1998,714,"0",0,"1","0"
8,"Male","University","No loan",10,24,NA,37,"France","0","1",32275.09,"0",239.727003170003,"Mass Market","Married",68,NA,701,"1",107798.85,"1","0"
5,"Female","University","No loan",10,35,NA,33,"Germany","0","1",134594.99,"0",102.12386328769,"Mass Market","Married",84,803,593,"1",101713.84,"1","0"
6,"Female","University","No loan",0,26,"Ko",34,"France","0","1",58879.11,"1",187.904889354906,"Mass Market","Married",63,6392,546,"1",139064.06,"2","0"
3,"Female","High School","No loan",9,29,"Gant",22,"Spain","0","1",49405.93,"0",75.6395208626106,"Mass Market","Married",52,65,750,"1",121681.82,"1","1"
10,"Female","High School","No loan",2,26,"Chibueze",29,"France","0","1",199775.67,"1",52.2153572346988,"Affluent","Single",58,2726,850,"1",0,"2","0"
7,"Male","High School","No loan",2,38,NA,33,"France","0","0",17135.6,"1",146.364082862077,"Affluent","Single",22,5975,492,"1",0,"2","0"
6,"Male","High School","Active loan",0,41,"Achebe",38,"France","0","1",57517.71,"1",73.4933975363878,"Affluent","Single",34,6178,654,"1",181804.34,"2","0"
4,"Male","Other","Default risk",0,23,"Moore",49,"France","4","1",49405.93,"0",150.84076433998,"High Net Worth","Widowed",57,NA,841,"0",149405.18,"1","0"
5,"Male","University","No loan",9,26,NA,33,"Germany","0","0",49405.93,"1",65.8330062478481,"Mass Market","Married",52,2549,489,"1",170331.37,"1","0"
4,"Male","Postgraduate","Active loan",0,29,NA,46,"Spain","1","0",170903.4,"1",118.609866160237,"High Net Worth","Divorced",74,NA,710,"0",128366.44,"1","0"
4,"Female","University","No loan",8,20,"Chiu",28,"Germany","0","1",16922.28,"0",87.8340650685865,"Mass Market","Married",67,4444,547,"1",111362.76,"3","1"
5,"Male","Postgraduate","Active loan",3,31,NA,31,"France","1","1",26578.69,"1",171.589389378467,"High Net Worth","Divorced",70,471,731,"0",0,"2","0"
5,"Female","High School","No loan",9,33,"Okwudilichukwu",49,"Spain","0","0",187689.91,"1",200.39442016792,"Affluent","Single",70,2730,645,"1",110132.55,"3","1"
6,"Male","High School","Active loan",7,30,NA,28,"France","0","0",26578.69,"1",81.9435088890554,"Affluent","Single",37,6175,721,"0",135071.12,"1","0"
6,"Female","High School","No loan",0,33,NA,29,"France","0","1",14956.44,"0",122.625142631434,"Affluent","Single",66,NA,567,"1",0,"2","0"
1,"Female","University","No loan",0,30,NA,41,"Germany","0","1",49405.93,"1",80.6096905840683,"Mass Market","Married",42,NA,632,"1",81877.38,"1","0"
5,"Male","High School","No loan",9,35,"Pagnotto",30,"Spain","0","1",137793.35,"0",74.6173659523543,"Mass Market","Married",43,6141,574,"1",74298.43,"1","0"
2,"Male","Postgraduate","Default risk",1,37,NA,38,"France","2","0",55725.04,"1",55.2389104285482,"High Net Worth","Divorced",63,1399,604,"0",0,"3","1"
5,"Female","High School","No loan",0,34,NA,30,"France","0","1",193880.6,"0",71.7318875078994,"Mass Market","Married",50,4259,775,"1",0,"1","1"
0,"Male","High School","No loan",0,35,"Sun",35,"Spain","0","0",139911.58,"1",91.65351206239,"Affluent","Single",58,5321,676,"1",104719.94,"2","0"
8,"Female","University","No loan",8,30,"Hs?",47,"France","0","1",49405.93,"0",61.6930373172022,"Mass Market","Married",75,NA,690,"1",0,"2","0"
3,"Female","University","No loan",8,28,NA,40,"Germany","0","1",26578.69,"0",74.7557526579958,"Mass Market","Married",36,NA,706,"1",128398.38,"2","0"
4,"Male","University","No loan",10,17,NA,26,"Spain","0","1",177966.24,"1",72.697448077857,"Mass Market","Married",64,NA,850,"1",149134.46,"1","0"
8,"Male","University","No loan",0,30,"Chin",48,"Spain","0","1",174729.3,"0",81.4230105892778,"Mass Market","Married",74,NA,669,"1",0,"2","0"
8,"Female","Postgraduate","Active loan",1,25,NA,42,"Spain","1","1",82774.07,"0",65.7806382324109,"High Net Worth","Divorced",60,4472,535,"0",0,"3","1"
4,"Female","High School","Active loan",5,28,"Kent",35,"Germany","0","1",32825.5,"1",233.917091381497,"Affluent","Single",64,499,626,"1",88109.81,"1","0"
5,"Male","Postgraduate","Active loan",3,31,NA,40,"France","1","1",108469.2,"1",109.617445769059,"High Net Worth","Divorced",79,NA,681,"0",0,"2","0"
5,"Male","Postgraduate","Default risk",1,28,"Abramova",20,"Germany","2","0",120646.4,"1",94.3312640059618,"High Net Worth","Divorced",73,NA,639,"0",122552.48,"2","0"
2,"Male","University","No loan",8,34,"Bateson",61,"France","0","1",32275.09,"1",69.3698307260013,"Mass Market","Married",39,1115,747,"1",155973.13,"1","0"
5,"Female","University","No loan",9,38,"Gould",39,"France","0","1",49405.93,"1",230.125165426668,"Mass Market","Married",62,NA,705,"1",128410.71,"2","0"
7,"Male","Postgraduate","Active loan",3,31,"Liang",33,"Germany","1","1",49405.93,"0",145.584736400335,"High Net Worth","Divorced",37,925,687,"0",137239.17,"1","0"
0,"Male","High School","No loan",0,36,NA,37,"Spain","0","1",28257.89,"0",163.052675576127,"Affluent","Single",46,NA,540,"1",120825.7,"1","0"
5,"Male","University","No loan",10,25,"Eluemuno",60,"Germany","0","1",41536.59,"0",138.72085900552,"Mass Market","Married",65,NA,702,"1",83116.68,"2","1"
3,"Male","University","No loan",8,24,"Sun",37,"Germany","0","0",51364.56,"0",255.874877562019,"Mass Market","Married",44,5151,692,"1",101438,"1","0"
5,"Female","University","No loan",10,28,NA,26,"France","0","1",49405.93,"0",102.422905626691,"Mass Market","Married",61,NA,850,"1",0,"2","0"
4,"Female","University","No loan",10,31,"Ts'ao",23,"Germany","0","1",103697.57,"0",98.4737380271682,"Mass Market","Married",42,6431,708,"1",71433.08,"1","0"
1,"Female","Postgraduate","Active loan",1,20,"Vigano",32,"Germany","1","0",6935.31,"1",129.74351532017,"High Net Worth","Divorced",46,NA,558,"0",134560.62,"1","0"
2,"Male","University","No loan",8,33,NA,35,"France","0","1",129451.29,"1",192.576927309163,"Mass Market","Married",52,1656,662,"1",142147.32,"1","1"
9,"Male","University","No loan",10,28,NA,38,"Spain","0","0",90490.33,"1",121.867378387846,"Mass Market","Married",82,6397,655,"1",0,"1","0"
8,"Male","High School","Active loan",6,36,"Alexander",28,"Spain","0","1",49405.93,"1",92.3721602717155,"Affluent","Single",53,3549,694,"0",106365.29,"1","0"
3,"Male","Postgraduate","Default risk",0,29,"Beyer",40,"Germany","2","1",32275.09,"1",171.209495688818,"High Net Worth","Divorced",55,1868,712,"0",109308.79,"2","1"
9,"Male","University","No loan",0,31,NA,60,"France","0","0",60615.83,"1",75.4406643177294,"Mass Market","Married",55,1785,827,"1",0,"2","0"
3,"Male","Postgraduate","Active loan",3,37,NA,44,"France","1","1",31448.52,"1",119.042338609496,"High Net Worth","Divorced",57,2077,671,"0",118577.24,"1","0"
10,"Male","High School","Active loan",7,27,"Chiekwugo",20,"France","0","1",40257.79,"0",65.7234320833613,"Affluent","Single",77,1984,717,"0",156773.78,"1","0"
1,"Female","High School","Active loan",7,29,"Feng",35,"Germany","0","1",54495.82,"1",62.9175739465034,"Affluent","Single",58,4133,660,"1",133245.52,"2","0"
0,"Female","High School","Active loan",6,27,"Johnstone",20,"France","0","1",49405.93,"1",62.6569881275866,"Affluent","Single",57,3266,568,"0",71187.24,"1","0"
3,"Male","University","No loan",10,26,"Bergamaschi",35,"France","0","0",190155.13,"1",57.0130859471398,"Mass Market","Married",56,NA,554,"1",105069.98,"1","0"
7,"Female","High School","Active loan",0,37,"Findlay",40,"Spain","0","0",13107.24,"1",94.3312640059618,"Affluent","Single",72,NA,725,"0",0,"1","0"
3,"Male","University","No loan",8,22,"McKay",32,"Spain","0","1",49405.93,"1",106.413079448347,"Mass Market","Married",61,5156,644,"1",136659.74,"1","0"
6,"Female","University","No loan",10,33,"Lo",46,"France","0","1",82774.07,"0",53.5994147908238,"Mass Market","Married",69,NA,496,"1",0,"2","0"
1,"Male","University","No loan",8,28,"Sanchez",43,"Spain","0","0",141679.73,"0",95.957953817416,"Mass Market","Married",50,4907,668,"1",171922.72,"1","0"
9,"Female","University","No loan",10,38,NA,34,"France","0","1",24255.21,"0",89.8713608782213,"Mass Market","Married",85,NA,623,"1",0,"1","0"
8,"Male","High School","No loan",2,24,"Fang",33,"France","0","0",39451.09,"1",181.228555524595,"Affluent","Single",37,6926,670,"1",126679.69,"1","0"
4,"Female","University","No loan",8,42,"Ferrari",28,"France","0","1",3497.43,"1",110.398427862468,"Mass Market","Married",27,6911,757,"1",131433.33,"1","1"
0,"Female","High School","Active loan",0,34,NA,31,"France","0","1",186064.34,"1",90.9809765922263,"Affluent","Single",67,NA,770,"0",0,"2","0"
4,"Male","University","No loan",8,36,"Ni",37,"Spain","0","0",88838.14,"1",135.599024243762,"Mass Market","Married",55,6742,568,"1",101470.29,"1","0"
1,"Male","Other","Default risk",0,19,NA,35,"Spain","4","1",92816.86,"0",192.88161056209,"High Net Worth","Widowed",68,505,632,"0",120307.58,"1","0"
8,"Male","High School","Active loan",7,25,"Edmondstone",41,"France","0","1",28276.83,"0",82.4318001029966,"Affluent","Single",78,NA,798,"0",0,"2","0"
4,"Male","University","No loan",10,24,NA,38,"Germany","0","1",49405.93,"0",74.46781986161,"Mass Market","Married",50,4227,798,"1",129055.13,"1","0"
4,"Female","University","No loan",0,28,"Obiajulu",46,"France","0","1",26578.69,"0",97.0779631971363,"Mass Market","Married",67,3703,606,"1",0,"1","0"
1,"Female","Postgraduate","Active loan",7,35,"Sharpe",34,"Spain","1","1",161559.12,"1",82.0073780072251,"High Net Worth","Divorced",60,NA,691,"0",0,"2","0"
6,"Female","High School","Active loan",0,29,"Davis",46,"France","0","1",161767.38,"0",56.0034238329134,"Affluent","Single",56,523,725,"0",62339.81,"2","0"
2,"Male","Postgraduate","Active loan",0,24,"Kuznetsova",33,"Spain","1","1",199645.45,"1",99.1321397594436,"High Net Worth","Divorced",60,313,724,"0",127892.57,"2","0"
8,"Male","University","No loan",0,26,"Ijendu",44,"France","0","1",175314.87,"1",108.533182697965,"Mass Market","Married",59,4947,828,"1",0,"2","0"
8,"Male","University","No loan",0,36,"Esposito",44,"France","0","1",109153.04,"0",299.734816742813,"Mass Market","Married",66,2781,597,"1",78128.13,"2","0"
10,"Male","Other","Default risk",0,33,"Clements",47,"France","3","1",13107.24,"0",103.888383822581,"High Net Worth","Widowed",56,3841,689,"0",0,"2","0"
0,"Male","Other","Default risk",0,37,"Gray",41,"Germany","4","1",82774.07,"1",44.2078954961819,"High Net Worth","Widowed",28,6305,567,"0",134378.89,"1","0"
0,"Male","Postgraduate","Active loan",3,25,"Watts",36,"Spain","1","0",179540.73,"1",88.0014510726987,"High Net Worth","Divorced",69,6475,382,"0",0,"1","1"
3,"Female","University","No loan",8,37,"Jones",24,"France","0","1",158615.41,"0",170.048063665322,"Mass Market","Married",61,4314,612,"1",110495.27,"1","0"
9,"Male","University","No loan",9,26,"Stanley",39,"Spain","0","1",191063.36,"0",34.7142212183308,"Mass Market","Married",81,NA,576,"1",116324.53,"1","0"
5,"Female","Postgraduate","Active loan",3,28,"Folliero",26,"France","1","1",182612.38,"0",50.1024124846558,"High Net Worth","Divorced",64,5919,630,"0",0,"2","0"
6,"Male","University","No loan",10,29,"De Luca",64,"Spain","0","0",82774.07,"1",139.829721141301,"Mass Market","Married",99,3380,663,"1",0,"2","0"
10,"Female","High School","No loan",9,32,"Davis",48,"France","0","1",79734.23,"1",46.344414651934,"Affluent","Single",40,NA,697,"1",120621.89,"1","0"
1,"Male","University","No loan",10,25,NA,35,"Germany","0","1",190631.23,"0",129.0893388602,"Mass Market","Married",27,2545,778,"1",132527.9,"2","0"
3,"Female","University","No loan",8,34,"Christie",44,"France","0","1",137136.29,"0",48.1476619457464,"Mass Market","Married",82,3360,757,"1",82255.51,"1","0"
2,"Female","Postgraduate","Active loan",0,28,"Ko",28,"Spain","1","1",171706.66,"1",76.5954735063906,"High Net Worth","Divorced",39,1542,660,"0",0,"2","0"
3,"Female","High School","No loan",2,28,"Moseley",35,"Spain","0","1",82774.07,"0",336.214480392663,"Affluent","Single",35,300,795,"1",0,"2","0"
0,"Female","University","No loan",10,20,"Parry-Okeden",44,"France","0","1",82774.07,"1",171.883193604876,"Mass Market","Married",52,3233,664,"1",142989.69,"1","1"
8,"Male","University","No loan",10,31,"Hung",71,"Spain","0","1",198446.91,"0",272.382229590664,"Mass Market","Married",70,1802,727,"1",0,"1","1"
4,"Male","High School","No loan",0,36,"Sagese",35,"France","0","0",79450.61,"0",137.274208002337,"Affluent","Married",46,NA,607,"1",148826.32,"1","0"
6,"Female","University","No loan",9,34,NA,34,"Spain","0","1",582.59,"0",257.597547198791,"Mass Market","Married",75,5723,624,"1",157848.53,"1","1"
4,"Female","University","No loan",10,31,NA,33,"France","0","0",32275.09,"1",102.005145246504,"Mass Market","Married",75,4982,482,"1",167831.88,"2","1"
7,"Male","Postgraduate","Active loan",7,26,"Liao",37,"Spain","1","1",144880.81,"0",111.871142837774,"High Net Worth","Divorced",69,4743,653,"0",135847.47,"1","0"
9,"Male","Other","Default risk",0,31,"McIntyre",34,"Spain","3","0",25339.29,"1",64.0699182072929,"High Net Worth","Widowed",54,NA,683,"0",114609.55,"2","0"
4,"Male","High School","No loan",2,22,"H?",42,"France","0","1",82774.07,"0",203.789513697292,"Affluent","Single",68,NA,723,"1",0,"2","0"
9,"Female","High School","Active loan",6,31,"Okonkwo",59,"Spain","0","1",26578.69,"0",149.439754715682,"Affluent","Single",63,NA,525,"0",55328.4,"1","1"
8,"Female","University","No loan",0,42,"Donaldson",59,"France","0","1",82774.07,"1",95.0328319878861,"Mass Market","Married",61,3745,553,"1",0,"1","0"
5,"Female","University","No loan",10,31,"Downie",38,"France","0","1",26578.69,"0",129.092837782234,"Mass Market","Married",39,3595,660,"1",110570.78,"2","0"
0,"Male","Postgraduate","Active loan",3,39,"Yeh",47,"Spain","1","0",32275.09,"0",131.208266015033,"High Net Worth","Divorced",61,3010,792,"0",0,"1","1"
9,"Female","University","No loan",10,29,"Kuo",38,"Germany","0","1",32275.09,"0",85.7300152738845,"Mass Market","Married",73,5252,595,"1",151766.71,"1","0"
5,"Male","High School","Active loan",0,30,"Temple",46,"Spain","0","0",76304.73,"1",74.03732440898,"Affluent","Single",59,NA,701,"0",103421.32,"1","0"
3,"Male","University","No loan",9,40,"Nekrasova",40,"Spain","0","0",96097.65,"0",139.467106334434,"Mass Market","Married",65,5032,758,"1",0,"1","0"
4,"Male","High School","No loan",0,26,"Yen",33,"France","0","1",49405.93,"0",109.618042482015,"Mass Market","Married",84,NA,738,"1",92676.3,"1","0"
1,"Female","University","No loan",8,41,"Webb",44,"Spain","0","1",49405.93,"1",41.8335946039728,"Mass Market","Married",51,6349,545,"1",0,"2","0"
7,"Female","University","No loan",10,42,"Padovesi",46,"France","0","1",130590.35,"0",45.1902223688006,"Mass Market","Married",50,686,550,"1",0,"1","0"
8,"Male","University","No loan",0,34,"Brown",33,"France","0","1",70849.47,"1",91.4892895440824,"Mass Market","Married",66,5902,692,"1",154953.94,"1","0"
8,"Male","University","No loan",9,39,"Onyemauchechukwu",28,"Spain","0","1",137173.39,"1",124.611907469394,"Mass Market","Married",76,5353,728,"1",175214.71,"1","0"
9,"Male","University","No loan",8,26,"Law",37,"France","0","1",60194.05,"0",153.796089444047,"Mass Market","Married",58,NA,712,"1",124969.13,"1","0"
7,"Female","Postgraduate","Default risk",0,23,"Winter",28,"France","2","1",34180.33,"0",53.6590297515525,"High Net Worth","Divorced",76,NA,644,"0",0,"1","0"
6,"Female","University","No loan",10,27,"Page",27,"France","0","0",8996.79,"0",223.483962776127,"Mass Market","Married",53,NA,700,"1",105792.49,"1","0"
8,"Female","Postgraduate","Active loan",3,25,"Porter",36,"Germany","1","1",168816.22,"0",151.065167574777,"High Net Worth","Divorced",48,1942,741,"0",116993.43,"2","0"
6,"Male","University","No loan",8,27,"Wofford",20,"France","0","1",165614.4,"1",112.500885033323,"Mass Market","Married",34,943,643,"1",94443.77,"1","0"
4,"Male","Postgraduate","Default risk",0,28,"Rapuokwu",48,"France","2","0",146821.42,"1",379.156890332191,"High Net Worth","Divorced",59,4117,753,"0",0,"2","0"
1,"Male","University","No loan",8,34,"Chibueze",27,"France","0","1",105887.04,"1",151.291519042961,"Mass Market","Married",42,5997,627,"1",121231.39,"1","0"
10,"Female","Postgraduate","Default risk",0,39,"Onwuemelie",44,"Germany","2","1",82774.07,"1",119.809416182494,"High Net Worth","Divorced",45,6600,751,"0",206663.75,"2","0"
9,"Male","University","No loan",10,30,"Burt",48,"Spain","0","1",82774.07,"1",163.733695404987,"Mass Market","Married",52,5433,718,"1",0,"2","0"
9,"Male","High School","No loan",9,32,NA,35,"Spain","0","1",127951.81,"0",112.877413324689,"Affluent","Single",59,663,710,"1",152310.55,"1","0"
7,"Female","University","No loan",0,31,"Parry-Okeden",26,"France","0","1",82774.07,"0",34.7248628876578,"Mass Market","Married",57,5938,656,"1",0,"2","0"
3,"Male","High School","No loan",2,37,NA,33,"Germany","0","1",63846.36,"0",125.158302576513,"Affluent","Single",67,4402,714,"1",149887.49,"2","0"
3,"Male","University","No loan",9,25,NA,70,"France","0","1",82774.07,"1",217.900305412815,"Mass Market","Married",85,6821,782,"1",77356.92,"1","0"
3,"Male","University","No loan",8,36,NA,39,"France","0","1",147662.33,"1",103.14575771766,"Mass Market","Married",69,2792,539,"1",133467.77,"2","0"
3,"Male","Postgraduate","Active loan",0,34,NA,44,"Germany","1","1",82463.69,"0",118.010886971023,"High Net Worth","Divorced",63,277,705,"0",105934.96,"1","0"
6,"Female","University","No loan",8,26,NA,48,"Germany","0","1",184564.67,"0",183.95540028499,"Mass Market","Married",67,2867,772,"1",132558.26,"1","1"
4,"Female","University","No loan",10,33,NA,59,"Germany","0","1",78365.75,"0",277.29550392184,"Mass Market","Married",60,5763,506,"1",95052.29,"1","0"
9,"Female","University","No loan",0,21,NA,46,"Germany","0","1",57769.2,"1",47.3757994236914,"Mass Market","Married",62,NA,733,"1",83319.28,"2","0"
10,"Female","High School","No loan",9,30,"Chiu",32,"France","0","1",9902.39,"0",71.0375379241986,"Mass Market","Married",59,4653,710,"1",0,"2","0"
8,"Male","University","No loan",10,28,"Doherty",30,"France","0","0",146154.06,"0",116.479859882269,"Mass Market","Married",62,6773,726,"1",92847.59,"1","0"
1,"Female","High School","No loan",8,41,"McKay",34,"Spain","0","0",81175.25,"0",72.0971987169753,"Mass Market","Married",72,3284,581,"1",0,"2","0"
10,"Female","University","No loan",9,36,"Azikiwe",32,"Spain","0","1",114565.35,"1",101.398830627344,"Mass Market","Married",84,NA,640,"1",146329.73,"1","0"
8,"Male","University","No loan",10,44,"Wilkie",33,"Spain","0","1",32275.09,"1",69.3010584761667,"Mass Market","Married",76,785,663,"1",122528.18,"1","0"
2,"Female","Other","Default risk",0,33,NA,46,"France","3","1",139816.1,"1",181.065742391206,"High Net Worth","Widowed",35,694,615,"0",97440.02,"2","0"
3,"Male","University","No loan",10,32,NA,59,"Germany","0","0",26578.69,"1",51.667839415783,"Mass Market","Married",40,NA,643,"1",170331.37,"1","0"
6,"Male","University","No loan",10,33,"Wallace",35,"France","0","1",87219.41,"1",59.7858170178083,"Mass Market","Married",70,4056,684,"1",135871.5,"1","0"
8,"Female","University","No loan",10,32,"Baldwin",26,"Germany","0","1",19324.5,"1",145.403941332636,"Mass Market","Married",59,2149,829,"1",128065.12,"2","0"
7,"Male","High School","No loan",9,38,"Forbes",46,"Spain","0","1",185094.48,"1",173.550338689596,"Affluent","Single",59,1668,557,"1",0,"2","0"
2,"Male","University","No loan",9,34,"Medland",44,"France","0","0",158171.36,"0",229.508309386945,"Mass Market","Married",58,5889,850,"1",0,"2","0"
5,"Male","University","No loan",8,30,"Zhdanova",25,"France","0","0",187048.72,"0",30.7722661413781,"Mass Market","Married",62,NA,607,"1",0,"2","0"
6,"Female","University","No loan",8,37,"Walker",61,"France","0","1",45214.04,"1",68.4710257553334,"Mass Market","Married",72,3929,570,"1",142105.35,"1","0"
3,"Female","High School","Active loan",0,40,"Tung",33,"France","0","0",141426.78,"1",159.426662597331,"Affluent","Single",59,3500,809,"1",0,"2","0"
8,"Male","University","No loan",8,27,"Mazzi",34,"France","0","1",147794.63,"0",42.9140454231325,"Mass Market","Married",75,502,607,"1",123971.51,"2","0"
3,"Male","University","No loan",10,26,NA,57,"Spain","0","1",14234.31,"1",33.5316582880763,"Mass Market","Married",57,2862,514,"1",152899.24,"2","0"
8,"Male","Postgraduate","Default risk",1,22,NA,36,"France","2","1",82774.07,"1",131.032993418622,"High Net Worth","Divorced",31,4694,641,"0",0,"2","0"
10,"Female","Postgraduate","Active loan",3,27,NA,28,"Germany","1","1",193715,"1",177.162230956314,"High Net Worth","Divorced",72,6207,729,"0",131513.26,"1","0"
9,"Male","High School","Active loan",5,31,"Marshall",30,"France","0","0",32275.09,"1",84.5543958805505,"Affluent","Single",70,NA,806,"0",0,"2","0"
2,"Female","Postgraduate","Default risk",1,31,"Tisdall",32,"Germany","2","1",13107.24,"0",93.7744802235798,"High Net Worth","Divorced",28,NA,512,"0",123403.85,"2","0"
8,"Female","High School","Active loan",4,30,"Otutodilinna",46,"Spain","0","0",107876.2,"1",54.4697060654678,"Affluent","Single",61,1745,505,"1",84390.8,"2","0"
9,"Female","High School","Active loan",6,19,"She",33,"Germany","0","1",134638.97,"1",57.8281673021986,"Affluent","Single",63,2415,832,"0",107648.94,"2","0"
9,"Female","High School","No loan",0,31,"Pope",20,"Germany","0","0",177852.57,"0",97.4302588386016,"Affluent","Single",44,3800,715,"1",102277.52,"2","1"
2,"Male","High School","Active loan",6,29,NA,41,"France","0","1",14083.12,"1",74.1321828940975,"Affluent","Single",47,6925,678,"0",148088.11,"1","0"
4,"Female","University","No loan",0,31,"Davide",42,"France","0","0",82774.07,"1",240.354366102062,"Mass Market","Married",45,NA,702,"1",64740.12,"2","0"
10,"Male","Postgraduate","Default risk",0,30,NA,31,"Spain","2","1",125777.28,"1",79.8672861018354,"High Net Worth","Divorced",43,640,685,"0",135213.71,"1","0"
6,"Male","University","No loan",0,29,"Farber",37,"France","0","1",192721.98,"0",170.430185131644,"Mass Market","Married",60,NA,634,"1",143258.85,"2","0"
2,"Male","University","No loan",10,29,"Chienezie",57,"Germany","0","0",82774.07,"1",160.046783742273,"Mass Market","Married",49,NA,685,"1",107199.75,"2","0"
4,"Male","Postgraduate","Active loan",0,39,"Lin",26,"France","1","1",147600.54,"0",93.3327051187183,"High Net Worth","Divorced",76,3761,584,"0",102918.38,"1","0"
9,"Male","University","No loan",10,34,"Kang",43,"France","0","0",184570.04,"0",59.6339767282715,"Mass Market","Married",61,2330,735,"1",98807.45,"4","1"
9,"Female","University","No loan",0,34,"Emery",33,"Spain","0","1",115441.66,"1",95.8584322386204,"Mass Market","Married",76,1558,733,"1",0,"2","0"
6,"Female","High School","No loan",5,26,"Cooper",46,"France","0","1",170008.74,"1",74.6891924446807,"Affluent","Single",58,6002,521,"1",167026.61,"1","0"
2,"Female","University","No loan",0,27,"Savage",46,"France","0","0",123214.74,"1",154.945902769443,"Mass Market","Married",53,NA,594,"1",126615.94,"2","0"
9,"Female","Postgraduate","Active loan",7,29,NA,40,"France","1","0",198814.24,"0",67.475973002088,"High Net Worth","Divorced",66,NA,511,"0",124401.6,"1","1"
1,"Female","University","No loan",10,33,"Okwudiliolisa",25,"France","0","0",69608.48,"0",128.46470003384,"Mass Market","Married",81,1470,679,"1",0,"2","0"
10,"Male","University","No loan",0,28,"Tseng",34,"France","0","1",195209.4,"0",121.057917370018,"Mass Market","Married",95,4578,583,"1",0,"2","0"
9,"Female","University","No loan",0,40,NA,46,"France","0","1",81014.5,"0",59.8493796820316,"Mass Market","Married",54,6563,418,"1",0,"1","1"
5,"Male","High School","Active loan",7,42,NA,40,"Spain","0","1",49722.34,"0",103.896981438833,"Affluent","Single",46,2754,620,"0",108197.11,"2","0"
6,"Female","University","No loan",10,28,NA,30,"France","0","1",179206.92,"0",78.6539872724449,"Mass Market","Married",65,4601,536,"1",0,"2","0"
9,"Male","High School","Active loan",0,33,"Sung",24,"France","0","1",51959.82,"1",203.970881612239,"Affluent","Single",65,5660,655,"0",107065.31,"1","0"
0,"Female","University","No loan",10,35,"Shubina",20,"France","0","0",82774.07,"1",69.9383486432173,"Mass Market","Married",49,4892,507,"1",106942.08,"1","0"
5,"Male","University","No loan",0,34,"Boyle",35,"France","0","0",78397.24,"1",42.8287116574606,"Mass Market","Married",38,432,715,"1",0,"2","0"
8,"Female","High School","No loan",9,29,"Trevascus",58,"Spain","0","0",6209.51,"1",157.807461502325,"Affluent","Single",24,5138,600,"1",118723.11,"2","1"
1,"Female","University","No loan",8,27,"Yeh",20,"France","0","1",13107.24,"0",215.943079210473,"Mass Market","Married",40,1435,800,"1",94968.97,"1","0"
3,"Male","Postgraduate","Active loan",0,23,"Favors",37,"France","0","1",20603.32,"1",207.352595662904,"High Net Worth","Married",38,1644,537,"0",0,"2","0"
7,"Male","University","No loan",10,26,NA,28,"Spain","0","0",49424.6,"1",125.379723716828,"Mass Market","Married",81,6159,438,"1",78391.17,"1","0"
8,"Male","University","No loan",0,43,"Burgin",52,"France","0","1",82774.07,"0",96.4658063978591,"Mass Market","Married",55,NA,545,"1",65971.61,"2","1"
5,"Female","University","No loan",9,27,"Chen",42,"Spain","0","0",24210.56,"0",155.567123713763,"Mass Market","Married",80,508,701,"1",0,"2","0"
6,"Female","University","No loan",0,30,"Carter",50,"France","0","0",22457.25,"0",71.877810294018,"Mass Market","Married",53,6348,803,"1",98173.02,"1","1"
9,"Female","Postgraduate","Active loan",3,28,"Dumetochukwu",29,"France","1","1",190035.83,"0",79.4074722752516,"High Net Worth","Divorced",38,3028,725,"0",0,"2","0"
5,"Female","University","No loan",0,30,"Lo",22,"France","0","1",151871.84,"1",122.803715314191,"Mass Market","Married",82,3245,602,"1",0,"2","0"
6,"Male","High School","No loan",2,36,"Giordano",37,"France","0","1",13107.24,"1",184.648219817706,"Affluent","Married",68,NA,679,"1",0,"2","0"
1,"Female","University","No loan",8,26,"Meng",46,"Spain","0","1",191604.27,"0",56.0170380902538,"Mass Market","Married",75,5136,538,"1",148326.09,"1","1"
1,"Male","High School","Active loan",4,34,"Johnson",39,"Spain","0","1",13107.24,"0",154.042918439454,"Affluent","Single",84,1471,667,"0",0,"2","0"
6,"Male","University","No loan",10,34,"Tang",47,"France","0","1",90055.08,"1",155.59281007804,"Mass Market","Married",66,520,497,"1",0,"1","0"
